annexe,liste,section_code,section,sous_section_code,sous_section,designation,dosage,voie,forme,niveau,categorisation,usage_pediatrique,page_pdf
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Gentamicine,160 mg/2 ml,Parentérale,Solution injectable,ABC,Accès,False,12
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Gentamicine,40 mg/2 ml,Parentérale,Solution injectable,ABC,Accès,False,12
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Gentamicine,80 mg/2 ml,Parentérale,Solution injectable,ABC,Accès,False,12
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Gentamicine,100 mg/ml,Parentérale,Solution injectable,ABC,Accès,False,12
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Gentamicine,25 mg/ml,Parentérale,Solution injectable,ABC,Accès,False,12
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Gentamicine,50 mg/2 ml,Parentérale,Solution injectable,ABC,Accès,False,12
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Levofloxacine,500 mg,Orale,Comprimé,ABC,Surveillance,False,12
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Levofloxacine,250 mg,Orale,Comprimé,ABCD,Surveillance,False,12
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Levofloxacine,100 mg,Orale,Comprimé,ABCD,Surveillance,False,12
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Ofloxacine ou Péfloxacine,200 mg/40 ml ou 400 mg/5 ml,Parentérale,Solution injectable,ABC,Surveillance,False,12
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Ofloxacine ou Péfloxacine,200 mg ou 400 mg,Orale,Comprimé,ABC,Surveillance,False,12
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Oxacilline,1 g,Parentérale,Poudre pour préparation injectable,ABCD,Accès,False,13
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Oxacilline,250 mg,Orale,Poudre pour suspension buvable,ABCD,Accès,True,13
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Oxacilline,500 mg,Orale,Gélule,ABCD,Accès,False,13
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Oxacilline,500 mg,Parentérale,Poudre pour préparation injectable,ABCD,Accès,False,13
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Pyriméthamine,50 mg,Orale,Comprimé,AB,,False,13
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Streptomicine,1 g,Parentérale,Poudre pour préparation injectable,ABC,Réserve,False,13
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Sulfadiazine,500 mg,Orale,Comprimé,AB,Accès,False,13
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Sulfaméthoxazole + Triméthoprime,100 mg+20 mg,Orale,Comprimé,ABCD,Accès,True,13
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Sulfaméthoxazole + Triméthoprime,200 mg+40 mg/5 ml,Orale,Comprimé,ABCD,Accès,True,13
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Sulfaméthoxazole + Triméthoprime,400 mg+80 mg,Orale,Comprimé,ABCD,Accès,False,13
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Sulfaméthoxazole + Triméthoprime,800 mg+160 mg,Orale,Comprimé,ABCD,Accès,False,13
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Tétracycline,1%,Ophtalmique,Pommade,ABCD,Accès,False,13
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Thiamphénicol,250 mg,Orale,Comprimé,AB,Surveillance,False,13
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Thiamphénicol,500 mg,Orale,Comprimé,AB,Surveillance,False,13
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.02,ANTIBIOTIQUES,Thiamphénicol,750 mg,Parentérale,Poudre pour préparation injectable,AB,Surveillance,False,13
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.03,ANTHELMINTIQUES,Albendazole ou Mébendazole,400 mg/10 ml ou 100 mg/5 ml,Orale,Suspension buvable,ABCDE,,True,13
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.03,ANTHELMINTIQUES,Albendazole ou Mébendazole,400 mg ou 500 mg,Orale,Comprimé,ABCDE,,False,13
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.03,ANTHELMINTIQUES,Flubendazole,100 mg,Orale,Comprimé,ABCDE,,False,13
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.03,ANTHELMINTIQUES,Flubendazole,100 mg/5 ml,Orale,Suspension buvable,ABCDE,,True,13
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.03,ANTHELMINTIQUES,Pyrantel,125 mg,Orale,Comprimé,ABCDE,,False,13
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.03,ANTHELMINTIQUES,Pyrantel,250 mg/5 ml,Orale,Suspension buvable,ABCDE,,False,13
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.04,ANTIFONGIQUES,Amphotéricine B,250 mg,Orale,Comprimé,ABC,,False,13
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.04,ANTIFONGIQUES,Amphotéricine B,500 mg/5ml,Orale,Suspension buvable,ABC,,True,13
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.04,ANTIFONGIQUES,Econazole,1%,Cutanée,Crème,ABCD,,False,13
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.04,ANTIFONGIQUES,Econazole,150 mg,Vaginale,Ovule,ABCD,,False,13
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.04,ANTIFONGIQUES,Fluconazole,50 mg,Orale,Gélule,ABCD,,False,13
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.04,ANTIFONGIQUES,Fluconazole,100 mg,Orale,Gélule,ABCD,,False,13
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.04,ANTIFONGIQUES,Fluconazole,150 mg,Orale,Gélule,ABCD,,False,13
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.04,ANTIFONGIQUES,Fluconazole,200 mg,Orale,Gélule,ABC,,False,13
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.04,ANTIFONGIQUES,Fluconazole,50 mg/5ml,Orale,Poudre pour suspension buvable,ABCD,,True,13
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.04,ANTIFONGIQUES,Griséofulvine,250 mg,Orale,Comprimé,ABCD,,False,13
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.04,ANTIFONGIQUES,Griséofulvine,500 mg,Orale,Comprimé,ABCD,,False,13
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.04,ANTIFONGIQUES,Itraconazole,100 mg,Orale,Gélule,ABC,,False,13
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.04,ANTIFONGIQUES,Ketoconazole,20 mg/ml,Orale,Suspension buvable,ABC,,True,13
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.04,ANTIFONGIQUES,Ketoconazole,200 mg,Orale,Comprimé,ABCD,,False,13
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.04,ANTIFONGIQUES,Miconazole,1%,Cutanée,Crème,ABCD,,False,13
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.04,ANTIFONGIQUES,Miconazole,2%,Cutanée,Crème,ABCD,,False,13
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.04,ANTIFONGIQUES,Nystatine,500 000 UI,Orale,Comprimé,ABCD,,False,13
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.04,ANTIFONGIQUES,Nystatine,100 000 UI,Vaginale,Ovule,ABCD,,False,13
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.04,ANTIFONGIQUES,Nystatine,100 000 UI/ml,Orale,Suspension buvable,ABCD,,True,13
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.04,ANTIFONGIQUES,Terbinafine,1%,Cutanée,Crème,ABC,,False,14
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.04,ANTIFONGIQUES,Violet de gentiane,1%,Cutanéo- muqueuse,Solution pour application locale,ABCD,,False,14
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.05,ANTIHEPATITES B OU ANTI VHB,Interféron pegylé alpha2A,180 µg/ml,Parentérale,Solution injectable,A,,False,14
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.05,ANTIHEPATITES B OU ANTI VHB,Tenofovir,300 mg,Orale,Comprimé,ABC,,False,14
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.06,ANTIHEPATITES C OU ANTI VHC,Daclastavir,30 mg,Orale,Comprimé,AB,,False,14
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.06,ANTIHEPATITES C OU ANTI VHC,Daclastavir,60 mg,Orale,Comprimé,AB,,False,14
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.06,ANTIHEPATITES C OU ANTI VHC,Ledispavir,90 mg,Orale,Comprimé,AB,,False,14
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.06,ANTIHEPATITES C OU ANTI VHC,Ledispavir + Sofosbuvir,90 mg + 400 mg,Orale,Comprimé,AB,,False,14
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.06,ANTIHEPATITES C OU ANTI VHC,Sofosbuvir,400 mg,Orale,Comprimé,AB,,False,14
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.06,ANTIHEPATITES C OU ANTI VHC,Velpastavir,100 mg,Orale,Comprimé,AB,,False,14
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.06,ANTIHEPATITES C OU ANTI VHC,Velpastavir + Sofosbuvir,400mg + 100mg,Orale,Comprimé,AB,,False,14
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.07,ANTIONCHOCERQUIENS,Ivermectine,3 mg,Orale,Comprimé,ABCDE,,False,14
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.08,ANTIPALUDIQUES,Amodiaquine + Artésunate,(> 14 ans) 100 mg + 270 mg,Orale,Comprimé,ABCD,,False,14
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.08,ANTIPALUDIQUES,Amodiaquine + Artésunate,"(enft 0-11mois) 25 mg + 67,5 mg",Orale,Comprimé dispersible,ABCDE,,True,14
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.08,ANTIPALUDIQUES,Amodiaquine + Artésunate,(enft 1-5ans) 50mg + 135mg,Orale,Comprimé dispersible,ABCDE,,True,14
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.08,ANTIPALUDIQUES,Amodiaquine + Artésunate,(enft 6-14ans) 100mg + 270mg,Orale,Comprimé dispersible,ABCD,,True,14
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.08,ANTIPALUDIQUES,Artémether,20 mg/ml,Parentérale,Solution injectable,ABCD,,True,14
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.08,ANTIPALUDIQUES,Artémether,40 mg/ml,Parentérale,Solution injectable,ABCD,,False,14
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.08,ANTIPALUDIQUES,Artémether,80 mg/ml,Parentérale,Solution injectable,ABCD,,False,14
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.08,ANTIPALUDIQUES,Artémether + Luméfantrine,20 mg + 120 mg,Orale,Comprimé,ABCDE,,True,14
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.08,ANTIPALUDIQUES,Artémether + Luméfantrine,40 mg + 240 mg,Orale,Comprimé,ABCDE,,True,14
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.08,ANTIPALUDIQUES,Artémether + Luméfantrine,80 mg + 480 mg,Orale,Comprimé,ABCD,,False,14
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.08,ANTIPALUDIQUES,Artésunate,100 mg,Rectale,Rectocaps/Capsule rectale,ABCDE,,True,14
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.08,ANTIPALUDIQUES,Artésunate,60 mg,Parentérale,Poudre pour préparation injectable,ABCD,,False,14
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.08,ANTIPALUDIQUES,Artésunate,30 mg,Parentérale,Poudre pour préparation injectable,ABCD,,False,14
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.08,ANTIPALUDIQUES,Artésunate,120 mg,Parentérale,Poudre pour préparation injectable,ABCD,,False,14
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.08,ANTIPALUDIQUES,Artésunate + Pyronaridine,60mg + 180 mg,Orale,Comprimé,ABCD,,False,14
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.08,ANTIPALUDIQUES,Piperaquine + Dihydroartémisinine,20 mg + 160 mg,Orale,Comprimé,ABCD,,False,14
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.08,ANTIPALUDIQUES,Piperaquine + Dihydroartémisinine,40 mg + 320 mg,Orale,Comprimé,ABCD,,False,14
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.08,ANTIPALUDIQUES,Piperaquine + Dihydroartémisinine,80 mg + 640 mg,Orale,Comprimé,ABCD,,False,14
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.08,ANTIPALUDIQUES,Quinine (base),125 mg orale,Orale,Comprimé,ABCD,,False,14
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.08,ANTIPALUDIQUES,Quinine (base),250 mg,Orale,Comprimé,ABCD,,False,14
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.08,ANTIPALUDIQUES,Quinine (base),500 mg,Orale,Comprimé,ABCD,,False,14
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.08,ANTIPALUDIQUES,Quinine résorcine,200 mg/2ml,Parentérale,Solution injectable,ABC,,True,14
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.08,ANTIPALUDIQUES,Quinine résorcine,400 mg/4ml,Parentérale,Solution injectable,ABC,,False,14
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.08,ANTIPALUDIQUES,Sulfadoxine/Pyriméthamine,"250 mg/12,5 mg",Orale,Comprimé,ABCD,,False,14
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.08,ANTIPALUDIQUES,Sulfadoxine/Pyriméthamine,500 mg/25 mg,Orale,Comprimé,ABCD,,False,14
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.09,ANTITUBERCULEUX,Acide paraaminosalicylique (PAS),4 g,Orale,Granulé en sachet,AB,,False,15
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.09,ANTITUBERCULEUX,Bédaquiline,20 mg,Orale,Comprimé,AB,,True,15
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.09,ANTITUBERCULEUX,Bédaquiline,100 mg,Orale,Comprimé,AB,,False,15
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.09,ANTITUBERCULEUX,Clofazimine,50 mg,Orale,Gélule,AB,,True,15
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.09,ANTITUBERCULEUX,Clofazimine,100 mg,Orale,Gélule,AB,,False,15
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.09,ANTITUBERCULEUX,Délamanide,25 mg,Orale,Comprimé,AB,,True,15
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.09,ANTITUBERCULEUX,Délamanide,50 mg,Orale,Comprimé,AB,,False,15
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.09,ANTITUBERCULEUX,Ethambutol,400 mg,Orale,Comprimé,AB,,False,15
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.09,ANTITUBERCULEUX,Ethionamide,250 mg,Orale,Comprimé,AB,,False,15
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.09,ANTITUBERCULEUX,Ethionamide,125 mg,Orale,Comprimé,AB,,True,15
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.09,ANTITUBERCULEUX,Isoniazide,100 mg,Orale,Comprimé,ABCD,,False,15
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.09,ANTITUBERCULEUX,Isoniazide,300 mg,Orale,Comprimé,AB,,False,15
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.09,ANTITUBERCULEUX,Isoniazide + Rifapentine,300mg + 300mg,Orale,Comprimé,ABCD,,False,15
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.09,ANTITUBERCULEUX,Linézolide,150 mg,Orale,Comprimé,AB,,True,15
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.09,ANTITUBERCULEUX,Linézolide,600 mg,Orale,Comprimé,AB,,False,15
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.09,ANTITUBERCULEUX,Moxifloxacine,400 mg,Orale,Comprimé,AB,,False,15
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.09,ANTITUBERCULEUX,Prétonamide,200 mg,Orale,Comprimé,AB,,False,15
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.09,ANTITUBERCULEUX,Prothionamide,250 mg,Orale,Comprimé,AB,,False,15
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.09,ANTITUBERCULEUX,Pyrazinamide,150 mg,Orale,Comprimé,AB,,True,15
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.09,ANTITUBERCULEUX,Pyrazinamide,400 mg,Orale,Comprimé,AB,,False,15
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.09,ANTITUBERCULEUX,Rifampicine,150 mg,Orale,Comprimé,AB,,False,15
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.09,ANTITUBERCULEUX,Rifampicine + Isoniazide,150mg + 75mg,Orale,Comprimé,ABCD,,False,15
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.09,ANTITUBERCULEUX,Rifampicine + Isoniazide,75mg + 50 mg,Orale,Comprimé,ABCD,,False,15
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.09,ANTITUBERCULEUX,Rifampicine + Isoniazide + Pyrazinamide,75mg + 50mg + 150mg,Orale,Comprimé,ABCD,,False,15
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.09,ANTITUBERCULEUX,Rifampicine + Isoniazide + Pyrazinamide + Ethambutol,150mg + 75mg + 400mg + 275mg,Orale,Comprimé,ABCD,,False,15
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.09,ANTITUBERCULEUX,Rifapentine,150 mg,Orale,Comprimé,ABCD,,False,15
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.10,SCHISTOSOMICIDES,Praziquantel,600 mg,Orale,Comprimé,ABCD,,False,15
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.11,TRYPANOCIDES,Eflornithine,200 mg/ml,Parentérale,Solution injectable,ABC,,False,15
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.11,TRYPANOCIDES,Nifurtimox,120 mg,Orale,Comprimé,ABC,,False,15
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.11,TRYPANOCIDES,Pentamidine base,200 mg,Pulmonaire Parentérale,Poudre pour aérosol Préparation injectable,ABC,,False,15
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.12,ANTILEPREUX,Rifampicine + Clofazimine + DAPSONE,150mg + 50mg + 50mg,Orale,Comprimé,ABC,,False,15
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.12,ANTILEPREUX,Rifampicine + Dapsone,150 mg + 50mg,Orale,Comprimé,ABC,,False,15
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.12,ANTILEPREUX,Rifampicine + Dapsone,300mg + 100mg,Orale,Comprimé,ABC,,False,15
Annexe 1 — Medicaments Essentiels,Liste Principale,05,ANTIINFECTIEUX,05.12,ANTILEPREUX,Rifampicine + Clofazimine + DAPSONE,300mg + 100mg + 100mg,Orale,Comprimé,ABC,,False,15
Annexe 1 — Medicaments Essentiels,Liste Principale,06,ANTIINFLAMMATOIRES,06.01,ANTIINFLAMMATOIRES NON STEROIDIENS,Aceclofenac,100 mg,Orale,Comprimé,ABCD,,False,15
Annexe 1 — Medicaments Essentiels,Liste Principale,06,ANTIINFLAMMATOIRES,06.01,ANTIINFLAMMATOIRES NON STEROIDIENS,Acide niflumique ou Acide méfénamique,400 mg ou 500 mg,Rectale,Suppositoire,ABCD,,False,15
Annexe 1 — Medicaments Essentiels,Liste Principale,06,ANTIINFLAMMATOIRES,06.01,ANTIINFLAMMATOIRES NON STEROIDIENS,Acide niflumique ou Acide méfénamique,250 mg,Orale,Gélule,ABCD,,False,15
Annexe 1 — Medicaments Essentiels,Liste Principale,06,ANTIINFLAMMATOIRES,06.01,ANTIINFLAMMATOIRES NON STEROIDIENS,Celecoxib,100 mg,Orale,Gélule,ABCD,,False,15
Annexe 1 — Medicaments Essentiels,Liste Principale,06,ANTIINFLAMMATOIRES,06.01,ANTIINFLAMMATOIRES NON STEROIDIENS,Celecoxib,200 mg,Orale,Gélule,ABCD,,False,15
Annexe 1 — Medicaments Essentiels,Liste Principale,06,ANTIINFLAMMATOIRES,06.01,ANTIINFLAMMATOIRES NON STEROIDIENS,Diclofénac ou kétoprofène ou Piroxicam,100 mg ou 100 mg ou 10 mg,Rectale,Suppositoire,ABC,,False,15
Annexe 1 — Medicaments Essentiels,Liste Principale,06,ANTIINFLAMMATOIRES,06.01,ANTIINFLAMMATOIRES NON STEROIDIENS,Diclofénac ou kétoprofène ou Piroxicam,50 mg ou 50 mg ou 20 mg,Rectale,Suppositoire,ABC,,False,16
Annexe 1 — Medicaments Essentiels,Liste Principale,06,ANTIINFLAMMATOIRES,06.01,ANTIINFLAMMATOIRES NON STEROIDIENS,Ibuprofène,20 mg/ml,Orale,Suspension buvable,ABCD,,True,16
Annexe 1 — Medicaments Essentiels,Liste Principale,06,ANTIINFLAMMATOIRES,06.01,ANTIINFLAMMATOIRES NON STEROIDIENS,Ibuprofène,200 mg,Orale,Comprimé,ABCD,,False,16
Annexe 1 — Medicaments Essentiels,Liste Principale,06,ANTIINFLAMMATOIRES,06.01,ANTIINFLAMMATOIRES NON STEROIDIENS,Ibuprofène,400 mg,Orale,Comprimé,ABCD,,False,16
Annexe 1 — Medicaments Essentiels,Liste Principale,06,ANTIINFLAMMATOIRES,06.02,CORTICOIDES,Bétaméthasone,"0,05%",Cutanée,Crème,ABC,,False,16
Annexe 1 — Medicaments Essentiels,Liste Principale,06,ANTIINFLAMMATOIRES,06.02,CORTICOIDES,Bétaméthasone,"0,10%",Cutanée,Pommade,ABC,,False,16
Annexe 1 — Medicaments Essentiels,Liste Principale,06,ANTIINFLAMMATOIRES,06.02,CORTICOIDES,Bétaméthasone,"0,10%",Cutanée,Crème,ABC,,False,16
Annexe 1 — Medicaments Essentiels,Liste Principale,06,ANTIINFLAMMATOIRES,06.02,CORTICOIDES,Bétaméthasone,4 mg/ml,Parentérale,Solution injectable,ABC,,False,16
Annexe 1 — Medicaments Essentiels,Liste Principale,06,ANTIINFLAMMATOIRES,06.02,CORTICOIDES,Bétaméthasone,2 mg,Orale,Comprimé,ABC,,False,16
